Prefecture,Food,Rice,White.bread,Other.bread,Non.dried..Udon...Soba.,Dried..Udon...Soba.,Pasta,Chinese.noodles,Cup.noodles,Instant.noodles,Other.noodles,Wheat.flour,X.Mochi...rice.cakes,Other.in..Other.cereals.,Tuna.fish,Horse.mackerel,Sardines,Bonito,Flounder,Salmon,Mackerel,Saury,Sea.bream,Yellowtail,Cuttlefish,Octopus,Shrimps...lobsters,Crabs,Other.raw.fish,X.Sashimi...mixed.set,Short.necked.clams,Fresh.water.clams,Oysters,Scallops,Other.shellfish,Salted.salmon,Salted.pollock.roe,X.Shirasu.boshi...dried.young.sardines,Dried.horse.mackerel,Other.salted...dried.fish,X.Agekamaboko...fried.fish.paste.patties,X.Chikuwa...baked.fish.paste.bars,X.Kamaboko...steamed.fish.paste.cakes,Other.fish.paste.products,Bonito.fillets...fish.flakes..dried,Pickled.fish,Fish.prepared.in.soy.sauce,Canned.fish,Other.in..Other.processed.fish.,Beef,Pork,Chicken,Mixed.ground.meat,Other.raw.meat,Ham,Sausages,Bacon,Other.processed.meat,Fresh.milk,Powdered.milk,Yogurt,Butter,Cheese,Other.dairy.products,Eggs,Cabbage,Spinach,Chinese.cabbage,Welsh.onions,Lettuce,Broccoli,Bean.sprouts,Other.leafy.vegetables,Sweet.potatoes,White.potatoes,Taros,Radishes,Carrots,Burdocks,Onions,Lotus.roots,Bamboo.shoots,Other.root.vegetables,String.beans,Pumpkins,Cucumbers,Eggplants,Tomatoes,Green.peppers,X.Shiitake...Japanese.mushrooms..fresh,X.Shimeji...mushrooms,X.Enokitake...mushrooms,Other.mushrooms,Other.in..Other.vegetables.,Beans,X.Shiitake...Japanese.mushrooms..dried,Dried.laver,X.Wakame...seaweed,Dried.tangle,Other.dried.vegetables...seaweeds,Bean.curd,Fried.bean.curd,X.Natto...fermented.soybeans,Other.soybean.products,X.Konnyaku...devil.s.tongue.jelly,X.Umeboshi...pickled.plums,Pickled.radishes,Pickled.chinese.cabbage,Other.pickled.vegetables,Tangle.prepared.in.soy.sauce,Other.vegetables...seaweeds.prepared.in.soy.sauce,Other.in..Other.processed.vegetables...seaweeds.,Apples,Mandarin.oranges,Grapefruits,Oranges,Other.citrus.fruits,Pears,Grapes,Persimmons,Peaches,Watermelons,Melons,Strawberries,Bananas,Kiwi.fruits,Other.fruits,Processed.fruits,Edible.oil,Margarine,Salt,Soy.sauce,X.Miso...soybean.paste,Sugar,Vinegar,Worcester.sauce,Tomato.ketchup,Mayonnaise...mayonnaise.flavor.seasoning,Dressing,Jam,Instant.curry.mix,Instant.dried.soup,Soup.stock,X.Furikake...granular.flavor.seasonings,X.Tsuyu.....Tare...liquid.seasonings,Other.seasonings,X.Yokan...sweet.bean.jelly,X.Manju...bean.jam.cakes,Other.fresh.Japanese.cakes,X.Kasutera...sponge.cakes,Cakes,Jelly,Puddings,Other.fresh.cakes,X.Senbei...Japanese.crackers,Biscuits,Fried...salted.snack.crackers,Candies,Chocolate,Chocolate.snacks,Ice.cream...ice.sherbet,Other.cakes...candies,Packed.lunch,X.Sushi...packed.,X.Onigiri...others,Bread.like.sandwiches.put.cooked.food.between.bread,Other.cooked.food.with.rice..bread.or.noodles,X.Kabayaki...broiled.eels,Salad,Croquettes,Cutlets,Fried.food,Shao.mais,Jiao.zi,X.Yakitori...grilled.chickens,Hamburg.steak,Frozen.food,Food.stuff.for.cooking,Others.in..Other.cooked.food.,Green.tea,Black.tea,Other.tea.leaves,Tea.beverages,Coffee,Coffee.beverages,Cocoa...cocoa.beverages,Fruits...vegetable.juice,Carbonated.beverages,Fermented.lactic.beverages,Lactic.beverages,Mineral.water,Sports.drinks,Other.in..Other.beverages.,X.Sake.,X.Shochu...distilled.spirits,Beer,Whisky,Wine,Low.malt.beer...beer.flavored.alcoholic.beverages,X.Chu.hi...liquor.with.soda...fruit....cacktail,Other.alcoholic.beverages,X.Soba....Udon...Japanese.noodles,Chinese.noodles.1,Other.noodles.1,X.Sushi...eating.out,Japanese.meals,Chinese.meals,Western.meals,Broiled.meat,Hamburgers,Other.meals,Other.refreshments,Drinking,School.lunch
SAITAMA,1038797,24815.66667,9350,22857.66667,3743.666667,2089.333333,1349,4089.333333,4160.333333,1547,935,623.6666667,1733,3534.666667,7118.333333,1176.666667,569.3333333,1214,621.6666667,5533.333333,967.3333333,1014.666667,533,2607,1479,1092.666667,2085,700.3333333,5285,4998,808.3333333,439.3333333,907,795,306,2171,2403.666667,1824.333333,1079,7359,2054.666667,1364.333333,2589.666667,1758.333333,776.6666667,3638.666667,1152.666667,2871.666667,2644,17573,33854.33333,15624.33333,2429,1455,5127.333333,6978,2694,2327,16082,710.3333333,14518.66667,1262,7284.666667,491,9211,2985,2269.333333,1376.666667,3594.333333,2920,2838.333333,1004.666667,7958,927,2721.333333,1060.666667,2094.333333,2673.666667,1137.666667,3648.333333,1088.666667,1246.333333,3871.333333,2723.333333,1994,4185,2431.333333,9769.333333,2710,1955.333333,1637,1155.666667,2478.333333,4770.333333,608.6666667,405,3064.666667,1869.666667,958.3333333,3030.333333,5722,2990,5056.666667,844.3333333,1812,2275.666667,1029,588,6096,1251,384,1965.333333,5271.666667,4720,538,738.6666667,2796.666667,1541,2947.666667,834,1110.666667,1445,857.6666667,3743.666667,4827.333333,2479,4994.333333,3906.333333,4164.333333,636.6666667,420.3333333,1540.666667,2314.666667,946,1075,652.3333333,667,1191,2587.333333,1757.333333,1536.333333,3805.333333,2204.333333,1565,4425.333333,14030.66667,1266,968,9510.333333,1192.666667,8196,2588,2043.333333,7945.333333,7516.333333,4045,4435.666667,2140,6853.333333,1440.333333,10196.33333,24657.66667,16783.66667,12596.66667,5038.666667,6684.666667,15438.33333,2154.333333,6174.666667,1885.333333,2521.333333,10569.33333,1514,2347.666667,2885.666667,1383,8613,6126.333333,33670,4662.333333,1255.333333,1368.666667,8323,6067.666667,4780,422.3333333,8170.333333,5982.666667,3769,1804.666667,3684.666667,1399.666667,8302,6214.666667,5575.666667,10611.33333,1811.333333,4598.333333,7467.333333,3353,906.3333333,7982,7262.666667,3077,13388.66667,26251.33333,5497.333333,20121.33333,6967,4833.666667,70499,8662.666667,20884.66667,9622.333333
CHIBA,1030072.667,22629,10091.66667,22679,3071.333333,2203,1218.666667,4211.333333,4259.666667,1610,818.6666667,495.6666667,1967,3245.333333,7519,1278.333333,641.3333333,1380,892.3333333,5578.333333,885.3333333,944,514,2893,1631.666667,1355,3192,1407,6267,5169,964,543,1023,1343.333333,554,2095.333333,2470,1836.666667,1040.666667,7204,2106.666667,1355.333333,2778,1818.666667,1020.333333,3588.666667,1718.666667,2752.333333,3011,19705,31348.33333,15993.66667,2215.666667,1887,5196.333333,6976,2798,2665.666667,16849.66667,722,15939,1237.666667,6624.666667,490.3333333,9006.333333,2922.666667,2803.666667,1375.333333,3702.333333,3104,3014.333333,957.6666667,8578.666667,1079.333333,2743.333333,846.3333333,2066.666667,2604,1137.333333,3666.666667,1283.333333,872.3333333,3884.666667,2949,1889,3707,2348,10330.33333,2618,2119.666667,1880,1079,2713.333333,4700,397.3333333,516.3333333,3570,1907.333333,923,3420.666667,5360.333333,2880.666667,4794,972,1897.333333,1820.666667,1030.333333,679,6087.666667,1264,490.6666667,2246.333333,5158.666667,4509,431.3333333,852.3333333,2887,2847.333333,2977.666667,1225.333333,1082.666667,1453.666667,846,4597.666667,4854.333333,2551,5103,4089.666667,4227.333333,684.3333333,442.6666667,1630.333333,2493.666667,894,987.6666667,737.3333333,696,1143,2413.666667,1521,1365.666667,3662.333333,2697.333333,1498.333333,4540,12885.33333,774,720,8806.666667,893.6666667,7338.333333,2299.333333,1434,7993.333333,6848.333333,3566,4096.333333,2213,6977,1500.333333,9692,24448.66667,16862,12505.66667,5058.333333,6527.333333,15945.66667,2673,5827.333333,1878,2394.666667,11312.33333,1338,2241,3373.333333,1373,9823,1562,32261.33333,4486.333333,938.6666667,1763,9378.666667,6413.666667,4718,353.6666667,7164,6620,4274.666667,2130.666667,4192.333333,1549.333333,7649,5630,5735.333333,11556.33333,3547,4214.666667,7496.333333,3342.666667,995,5588,7042.333333,3577.666667,15878,21496.33333,5900.666667,13720,6882.666667,4459.333333,68785.66667,6667.333333,20733,10490.33333
TOKYO,1123765.333,22412,11063.66667,24885,2966.333333,2440,1362.333333,4122.666667,3688.666667,1523.333333,936.6666667,499.6666667,2005.333333,3272,8291.666667,1207,510,1587.333333,756.3333333,4637.666667,751.6666667,926.6666667,913,2807,1642.333333,1577.666667,2843,1190.666667,6747.333333,5315.333333,937.6666667,499,967.3333333,998,518.3333333,2197.333333,2345.333333,1942.666667,998.6666667,6847,1962,1223,2916,1655.333333,844,3696.333333,1119.666667,2884,3070.333333,24511.66667,31935,16348,2672,2134.666667,6016.333333,6937.666667,2873,2429.666667,16208.33333,722,14691,1513.333333,7615,701.6666667,9090,3098.666667,2439,1385,3966.333333,3215,2928.333333,1031.333333,9377,963,2707.333333,940.6666667,2148,2564.333333,1025,3546.333333,1177.333333,1009.333333,4035.666667,3425.333333,1955,4188,2660.666667,10819,2764,1975.333333,1671,1116.666667,2816,5635.666667,419.6666667,413.6666667,3543,1788.666667,816.6666667,3144.666667,5416.666667,3008.333333,4302.666667,878,1836.666667,1730.666667,1008.333333,678,6350.333333,1130.333333,408.3333333,2352.333333,4386,4862.666667,382.6666667,671.3333333,2624,1686.666667,3327.666667,1177.333333,1236,1593.333333,935.6666667,4397,4493.333333,2179.333333,5958,4318.666667,4087,633.6666667,438.3333333,1464.333333,2175,865,1135.333333,677.3333333,603.3333333,1111.333333,2593,1649.666667,1344.333333,3685.666667,2609.666667,1309,4421.333333,13702,972,751.3333333,9609.666667,942.6666667,8108,2260.666667,1709.333333,8967,6742,4851.666667,3943.333333,2079.333333,7288.666667,1212.333333,10137.66667,23795.66667,19261.66667,14043.66667,5719,7954.666667,15946.66667,2915.666667,7380.666667,2064.666667,2418.666667,11551.66667,1637,2494.666667,3167.333333,1411.666667,6949.333333,2387.333333,40923.33333,4679.333333,1368.333333,1473,7936,6923.333333,4628.333333,392,7685.333333,5610.333333,4109.666667,2018,5025,1182.666667,7607.333333,5191.666667,5048,11909,2158,7460.666667,7426.666667,3697.333333,1660.333333,7055.666667,6458.333333,3379.333333,16809.33333,25771,7329.333333,17210.66667,7659.666667,4688.666667,108899.3333,12107,28701,9453.333333
KANAGAWA,1066987,24982.66667,10722,23457,3158,2454,1306,3996.666667,3373.333333,1532.666667,1014.666667,694,2121.666667,3444,8367.333333,1463.666667,656,1222.666667,757.3333333,5714.666667,901.6666667,1026,804,3376.666667,1661.666667,1408.333333,3008.666667,1444.666667,7055,5117.666667,933.3333333,551.3333333,1120.333333,1086,390,2301.333333,2275.666667,2241,1341.666667,6597,2261,1399.333333,3085.333333,1800.333333,998.3333333,3870,1226.333333,3234.333333,2788,23673.66667,33557,16436,2470.666667,1763.666667,6504.333333,7578,2972,2559.333333,15723.33333,682.3333333,14412.33333,1460,7544,718.6666667,9374,3237,2579.666667,1404.666667,3724.333333,3300,3052.333333,1023,9218,1060.333333,2866.333333,1039.333333,2130,2711,1130,3706.666667,1256.666667,919,4180.333333,3352.333333,2059,4370.333333,2695,10953.66667,2865.333333,2166.666667,1740.333333,1085.333333,2912,4952,489.6666667,495.6666667,3503.666667,1972.333333,952,3508,5693.333333,2929.666667,4254.333333,1018,1874.333333,1721.666667,1156,654.6666667,5924.666667,1260,511.6666667,2297.666667,5480.666667,5031.666667,397.3333333,846.3333333,2346.666667,2456.666667,2852,1335,1349.666667,1516,1048.333333,4313.333333,4949.333333,2879,5439.666667,4204.666667,4481,740.6666667,432,1636,2331,1045.666667,955,660,760,1225,2612.333333,1809.333333,1333,3850.333333,2574,1311,4326.666667,13701.33333,696.6666667,631.6666667,8839.666667,1049,7049.666667,1953.666667,1539.666667,8417.333333,6219.666667,4836.666667,3427.333333,2087.333333,6535.666667,1318.333333,9793.666667,24022.33333,17821.66667,12805,4577.333333,7245.333333,16044,2773,5820.666667,2129.666667,1899,9787,2518,1817.333333,3004.666667,1246,9782.666667,2265.666667,35780.33333,5153,1203.666667,1558.333333,7235.666667,7137.333333,3908.333333,466.6666667,7596,5189.333333,3734.333333,1529,4351.333333,1187.333333,7044,6094.333333,5173.333333,11225.66667,2401,5688.666667,7076.333333,2249.666667,1117,6140.666667,5963,3005.666667,15802,28918.66667,9232,20714,5024.666667,4225,70312.33333,9912.666667,25124,5248
NIGATA,958724,25330.66667,9968.333333,21464.66667,2575.666667,3421.333333,1241.333333,3978.333333,5625.666667,2014,573.6666667,668.6666667,2142.666667,2700.666667,3634.666667,874,750,1144,1913,5226.333333,677.3333333,1091.333333,502.3333333,3541.666667,2155.666667,1286.333333,2262.666667,2074.333333,5357,4909.333333,859.6666667,585.6666667,750,1094.333333,537.6666667,5760.333333,3182,866,426.3333333,8536.666667,1816.333333,1211.333333,2935,1345.333333,610.6666667,4516,761.6666667,4120.666667,3263,10443,34883.66667,13718.66667,1308,1789,5105,7486.666667,2778,3186.666667,16719.66667,686.6666667,14741.66667,849.6666667,6252.333333,428.3333333,9735,3078.333333,2374,1223.333333,2852.666667,2734.666667,2735.666667,1193,8056,1045.666667,2793.333333,1687.333333,1888,2844.333333,1146.333333,3184,1876,1022.666667,3756.333333,5538,1660,3798.666667,2290,9914.666667,2360.333333,2184,2235.666667,1759.666667,3248.333333,4220.666667,579.3333333,590,2677.666667,1823.666667,752.3333333,3746,5164.666667,3778,4846.666667,759,2193.666667,1010.666667,1116.666667,522,5445.333333,1521.666667,408.3333333,2153,4945,5387,458.6666667,703.6666667,2326.333333,4014.333333,2159.333333,802,1393.333333,1695,892.6666667,3441.666667,4884.666667,1925.666667,3930.666667,3076.666667,4123.666667,714.6666667,540,1847.333333,2739,1182.666667,1000.666667,587.6666667,634.3333333,1415,2056.666667,1098,1790,3553.333333,2482.333333,1949.666667,4894.333333,13119.66667,622,1007.666667,7766.333333,425,6028.333333,2359.333333,1395.333333,7499.333333,6483.666667,3897.666667,4794.666667,1967.666667,6339.666667,1652.333333,9026.666667,18713,12467.33333,13403,4405,5441,12560.33333,1253.666667,5873,2276.666667,2511.666667,14640.33333,888.3333333,1916.333333,2737.666667,1138.333333,9223.666667,6094.666667,31244.66667,3624,664,1619,6591,6831,4378.333333,394.3333333,6647,5366,5022,2105.666667,2192,1434.666667,7080.333333,8656.666667,7186.333333,12533.33333,2563.666667,3863.666667,14457.33333,3676,1178.666667,6109.333333,11592.33333,3521.333333,13448,16428.33333,2855.666667,7499.333333,4217.333333,3145,33319.33333,5664,19764.33333,11085.66667
TOYAMA,1015185.667,23323,10202.66667,21672.33333,3321,2410.333333,1058.333333,4037.666667,5342.333333,1905.333333,443,459.6666667,2959.666667,2831.333333,4496.666667,1749,476.3333333,759,980.6666667,4753.666667,871.3333333,694,609.3333333,6673.666667,2841.666667,1100,3882,1494.333333,6957.333333,6528.333333,737.3333333,471.6666667,571,828.3333333,595.3333333,3012.666667,2134,1203.333333,576,6671,2027,1033.333333,4923.333333,1563,544,6661.333333,843.3333333,2251,2964,18967,29763,12642.33333,3418.666667,1902.666667,5401.666667,8234.666667,2889,2777,15830.33333,341.6666667,14838.33333,990.3333333,5997.333333,507.6666667,8585.333333,3241.666667,2734.666667,1456.666667,2964.666667,2688,2704.333333,1136.666667,7021.333333,1064.666667,2642.333333,1204.666667,1750.333333,2512.666667,1037.666667,2918,1090,777.3333333,3806.333333,1759,1717.666667,3600.666667,2319.666667,9004,2108.333333,2247.333333,1809.666667,1699.333333,3165.666667,3140.333333,377.6666667,401.3333333,2537,1485,2001.666667,2950.333333,4909.333333,3799.666667,4742.666667,799.6666667,1623.333333,1223,1484.666667,781,5470.666667,1861,377.3333333,2206.666667,5217.333333,5312.666667,256.3333333,1267.666667,2094.333333,3776.333333,2809.333333,889,959.6666667,1202,1112,3268,5347,2562,4712,3920.333333,3696,723.6666667,497,1680,2126,861.6666667,769,663.3333333,500,1216.666667,2016.333333,1163,1534.333333,3551,2062,2118,5156.666667,12014.33333,812.6666667,1237.333333,9070.666667,1165,7395,2417.333333,1773.333333,8559,7638,4281,5058.333333,2126,7722,1725.333333,10449.33333,19361,11466.33333,15540.66667,4495.666667,5626.666667,13359.33333,2021.333333,6293.666667,2306.666667,3192,14441,808,1858.666667,2435,1197,11008.66667,10271.66667,36042,2285.333333,399.6666667,1800.666667,7649.333333,6548.666667,6204.666667,463,8488.666667,4881.666667,4140.666667,1945.333333,2015.666667,1730.333333,6709.333333,8291.666667,5931.333333,11991.33333,1532.333333,2781.666667,12268,4175,1013.666667,6725,8279.666667,1764.666667,16984.66667,27822,4009,15063,7108,4630.333333,43554,5237.333333,23545.66667,15118.33333
ISHIKAWA,1054782,23041.66667,11282,23178.33333,3579.666667,2407.666667,1186.666667,4891.666667,4107.666667,1709.666667,602.6666667,599.6666667,2691.666667,2762.666667,3135.666667,1746,922.6666667,914.3333333,1679.333333,4523.333333,1106.333333,972,985.6666667,6155.333333,2745.666667,1206,3176,3137,7628.666667,5131.666667,760.3333333,401.3333333,492.6666667,619.6666667,564.6666667,2200,2014,1213.333333,481.3333333,6043.333333,1786,1863,3099.666667,1325.666667,435,4100.666667,971.3333333,2417,2710,20826.33333,32237.33333,14292.33333,3712.333333,2220.666667,5274,8583,2743.333333,2703.333333,16368.66667,575.6666667,13310.33333,1111,6455.666667,447.3333333,8877.333333,3100.333333,2194.666667,1537.333333,3213.666667,2664.333333,2669.333333,1019,7359.666667,1158,2659.666667,713,1840.333333,2653.666667,870.6666667,3136,1694,827.3333333,3203,1700.333333,1686,3533.666667,2319.666667,8316.333333,2246.333333,2350.666667,1802,1532,3142,2712.333333,547.6666667,395.6666667,3115,1412.333333,1399.666667,3370.666667,5143,4463.666667,4203,848.3333333,1642.333333,1126.666667,1183.333333,536.3333333,5337,1805.666667,474,1673,4514,4774.333333,209.6666667,885.6666667,1996.333333,2612.333333,2790,802.6666667,883,1565.666667,788.3333333,2376.333333,4662.333333,2130.666667,3881,3264.333333,3795,776.6666667,515.3333333,1767,2084.666667,968.6666667,963,683.6666667,619.3333333,1263.666667,2247.666667,1307.666667,1652.666667,3813,2504.333333,1998,5023.333333,12952,643.3333333,1586.333333,14920.33333,1388,9030.333333,2319.666667,1748.666667,9734,6741,4739.333333,6195.666667,2561.333333,8347,1989.666667,11537.33333,20172.33333,13026.33333,15741,4795.666667,7592,13674,3456.333333,5502.666667,2194.666667,2577.333333,12335,857.6666667,1928,3059.666667,1132.333333,10367.66667,6918,33131.66667,3675.333333,684,1547.333333,6999,6997.333333,5635,570.6666667,8949.666667,5557.333333,5176,1824.666667,2348.666667,1610.666667,6876.333333,7777.333333,5842.666667,11947.66667,1466,2784,9774.666667,3699,854.6666667,7150,9544.666667,2238,23387.33333,30768.33333,6179,15028.66667,11154,5173.333333,52529.66667,7470,25513.66667,18055.66667
FUKUI,974541.6667,27634.66667,9085.666667,22641.33333,4008,2289,1109.333333,3901,3708,1662,426,444.3333333,2988.666667,2695,2641,954.6666667,509.3333333,866,1451.666667,4487.666667,906,558.6666667,615,4735,2276.666667,1286,2475.333333,4143.666667,5584,6197.666667,686.6666667,329.3333333,524.6666667,661.3333333,402.3333333,1676,1994,1484.666667,482,6053.333333,1533,1510.333333,2980.666667,1813.666667,731.3333333,2997.666667,1024,2089,2757.666667,26539,27595,15312,3217.333333,2894,6076.333333,8030.333333,2332.333333,2836.333333,13221,860.3333333,12076,1061.666667,4823.666667,442.6666667,9723,2748.666667,2772,1373.333333,2781.666667,2473.666667,2389.666667,1025.666667,6475.333333,1198.666667,2946.666667,1807,1889.333333,2363,801,3075.333333,843,625.3333333,3015.333333,1499,1380.333333,3690.333333,2296,9533,1867.666667,2280.666667,1683.333333,1351,2185.333333,2837.666667,453.3333333,354.6666667,2585,1887.666667,1467.333333,2728.666667,4785,5515,4187.333333,763,1879.666667,1147.666667,1248.333333,444.6666667,5798.666667,1998.666667,516.6666667,1923.666667,4269.666667,5537.333333,223.6666667,584.6666667,2303.333333,1821,2885.666667,894,654,1405.666667,1280.333333,3038.333333,4777,1996.333333,3885.666667,2438,3357.333333,746.3333333,406,1547.666667,1993.333333,910.6666667,782.3333333,626,609.3333333,1239.333333,2126.333333,954.6666667,1481.333333,2878,2130.666667,2161,4600.666667,11040.33333,1157.333333,766,11267.33333,833.3333333,6275,2131,1523.333333,6683.333333,7406.666667,3702.333333,4519.333333,2143,6594.666667,1860.666667,9025.333333,19314.66667,13611.33333,13883,4602.666667,4744.666667,11469,1648.666667,5443.333333,2933,4128.333333,16152.33333,918.6666667,2280.666667,3315.333333,1517.666667,8133,6994,42051.33333,2661,373,1491.666667,6414.333333,5744.333333,5277.666667,316.3333333,7656.666667,4596.666667,3915,1625.666667,1930,1084.333333,5512.666667,5988,4343,11881.33333,1468.333333,1898,6990.666667,2991.666667,856,9801,10153.33333,2130.333333,22012,31695.66667,4430.333333,11546.33333,13914.33333,3970.666667,30308.66667,6309.333333,16449,18238
YAMANASHI,946017.3333,22876.33333,8673,20851,3809,1882,1014.666667,4179.333333,4196.666667,1360.666667,681.3333333,479.3333333,1481,2586,9040,921,265.6666667,728.3333333,442.3333333,4423,820,762.3333333,298.6666667,1434.666667,1999.333333,1156.666667,2385.666667,1114.666667,4063.333333,2921.666667,1055.333333,680.3333333,631.3333333,1074.333333,901,2830.333333,1903.333333,2255,1242.333333,6468,2021.666667,1729.666667,2646.666667,1883,806,4768.333333,1550,2847,3613.333333,14615.66667,31528,12184.66667,1564.333333,2252,5117.333333,7139,2700.666667,2108.333333,14145,786.3333333,14195.66667,909,5619.333333,476.3333333,8049.666667,2855.333333,2123.333333,1227,2649.333333,2781.666667,2462.333333,972.6666667,6696,799.3333333,2244.666667,845,1934.666667,2446,1066.333333,2850,1241,625.3333333,3273.333333,1846.333333,1648.666667,3998,1676,8018.333333,1793,1738.666667,1930,1055.666667,2507,4183,444.6666667,294,2062.666667,1708,671.3333333,3062.333333,4483.666667,2226.333333,4190.666667,972,1820.333333,1168.333333,1058.333333,532,5219.333333,1336.333333,485.6666667,2028,3884.333333,4710.333333,283.6666667,628.3333333,2639.666667,825,7659,1102.666667,3395.666667,911.3333333,438,3112.333333,4515.666667,1518.666667,3759.666667,3743.666667,3503,576.6666667,524.6666667,1429,1896,866.3333333,793,643.3333333,573,1129.333333,2637.666667,1215.666667,1395,3467.333333,2212.333333,1516.333333,4498.333333,12177,649,995.6666667,9263.666667,621,6767.333333,2514.666667,1847,7245,4849.666667,3839,4480.666667,2218,6184.333333,1563.333333,8974.333333,21755.33333,17112,13740.33333,5265,5916.666667,15312.33333,2442.666667,6088.666667,2247,3074,13049,1233,2028.666667,2917.666667,1859,6069,2631.666667,35859,3366.666667,704.3333333,1290.666667,7517.333333,6007.333333,4512.333333,358.6666667,6836,5277,3462,2151.333333,2888.666667,1388.333333,6335.666667,5415.666667,6276.333333,8101.333333,2916,3908,8455,3002.333333,1042.333333,8007,9610,2960,19900,23738,5736,14434.33333,8126,4884.333333,42167.66667,5839.666667,19669.66667,10543
NAGANO,919211.3333,22138.66667,8043.666667,17630.66667,4205,2712,1196.333333,4104.666667,4142.666667,1527.666667,788.3333333,898.6666667,1439.333333,2657,5333.666667,650,462.3333333,988,1120.666667,5707.666667,809,1145.333333,477,2066.666667,1801.333333,1080.333333,2358.666667,1197.666667,5209,5373.333333,877.6666667,380,649.6666667,1039.333333,400.3333333,2784.666667,2847.666667,1864,848.6666667,7476.333333,1905.666667,2035.333333,2793.666667,1318.333333,694.6666667,4502.666667,1225.666667,3933,3179.333333,10834.66667,28286.66667,11384,1466.333333,1627.333333,4702,7128.666667,2604,2349,14619.33333,862.6666667,13636,918.3333333,6590,547.6666667,9271.666667,2918.666667,1937,1024,1941.666667,2130,2189.333333,823.6666667,7571,986,1875,832.3333333,1825.333333,2296.333333,1102.666667,2596,1377.666667,1024,3566,1938,1658,3657.666667,1796,6921.666667,1986,1713,2226,1740,3083.666667,4572.666667,514.3333333,317,2210.333333,2511.333333,1045.666667,3644.333333,5209.666667,2576.666667,5567,996.3333333,1945.666667,1196.333333,958.3333333,453.3333333,4896.333333,1521.333333,357.3333333,1691.666667,7939.666667,4213.666667,155.3333333,519,2740,731.6666667,3050.333333,435.3333333,2457.333333,1209,642,2894.333333,3849.666667,1429.666667,4012.333333,3611,4384.666667,562.3333333,558,2023.666667,3169.666667,1491.666667,1224.666667,615.6666667,552.3333333,1261.666667,2207,1113,1433,3610.333333,2297.333333,1504.333333,5103.666667,13631.66667,714.6666667,790.6666667,8643,570.3333333,6195,2071.333333,1233.333333,6518.333333,6073,3237.333333,4078.666667,2012.333333,6267.666667,1190.666667,9282,21964.66667,14012,13424.66667,4765.666667,7805,15153.66667,2009,4760.666667,1736.666667,1857,11623.33333,1019.333333,1970,2634,973.6666667,8102.333333,1496.333333,31579.66667,3730.333333,639.3333333,1219,7920.333333,5503,5044,325.3333333,7773.333333,4516,3993,1635.666667,1967.333333,1186.333333,6528.666667,6236,6876.333333,13059.66667,1663.333333,2712.666667,7875.333333,3235.666667,742.6666667,6548.666667,7638.333333,1533,14205.33333,20788.33333,4702.666667,13728.33333,6568,3164,44417.33333,4854,23806,8700.666667
GIFU,957970.6667,24400.66667,9548.666667,20423.33333,3065.666667,2141.666667,1125,3659.666667,4020.333333,1724,660.3333333,538.3333333,2225.666667,3021.333333,5154.333333,814.6666667,388,1036,689.3333333,4609,1076,934.3333333,865.6666667,2965.666667,1647.666667,1433.333333,2976.333333,1893,4915.333333,4001.333333,864,477.6666667,740.3333333,742,235.6666667,1731.333333,1494,1841,618,6025.333333,1684.666667,1843.666667,2698.666667,1819.333333,955.6666667,2106.333333,1337,3079,2187.666667,22300,27803.66667,13823.66667,2633,1675,6077.333333,7362,2346.333333,2185.666667,13954.33333,706,13878.33333,1073,5079.666667,486.6666667,9733.333333,2533,2216,1234,3016,2312.666667,2151.666667,861.6666667,5882.666667,873,2316.666667,957,1643.333333,2173,1095.666667,2685,1092.333333,530.3333333,2991,2172.333333,1561.666667,2860.666667,1856,6973.333333,1975,1972.666667,1523,1333.333333,2138,3244.666667,468,452.3333333,2518.333333,1269.666667,600,2992,5036.333333,2695,3806.333333,940.3333333,1771,1199.666667,970.3333333,484.3333333,4468.666667,1432.666667,445.6666667,2105.333333,4849.666667,3284.333333,267,616,1491.666667,1268,2913,2144.333333,781,1196,708.6666667,3326,5192,1766,4334,2952,4068,652.6666667,408.3333333,1980.333333,2145.666667,978.3333333,996.3333333,703.3333333,621,1295.333333,2127.333333,1211.333333,1324,3621.666667,2446.666667,1858.333333,4862.333333,11825.33333,380.6666667,1432.666667,12698,725,7134,2190.333333,1696.666667,8383,6250.333333,4064.666667,6332.333333,2271,7009.666667,1728,9433.333333,16071.66667,14101,12343,4972.333333,4512,12639,2787,4183.666667,1927.333333,1636.333333,10790.33333,901.3333333,2009.666667,1471.333333,1184,8065.666667,7541.666667,28287,2867,662.3333333,1392.333333,7605.333333,6401.333333,4760.666667,354,7975.666667,4529.666667,4100.333333,1640.333333,3023.333333,1512,6512,4512,5127.666667,9536,1290.333333,2669.666667,8610.666667,2999,1197.666667,8704.666667,7761.666667,2032.666667,20490.66667,44954,8426,19671,10431.33333,5384.666667,36539,14522.33333,15722,13293.66667
